       	gene_id 	go_terms
 79510 	g31436  	GO:0003779(InterPro)|GO:0030036(InterPro)|GO:0045010(InterPro)|GO:0051015(InterPro)
 79515 	g32681  	GO:0016616(PANTHER)
 79516 	g21318  	GO:0006351(InterPro)
 79527 	g18844  	GO:0010333(InterPro)|GO:0016829(InterPro)
 79530 	g11030  	GO:0005515(InterPro)
 79534 	g9899   	GO:0015074(InterPro)
 79537 	g17702  	GO:0016787(InterPro)
 79541 	g35972  	GO:0003723(InterPro)
 79549 	g35012  	GO:0003700(InterPro)
 79554 	g34444  	GO:0019005(PANTHER)|GO:0031146(PANTHER)
 79555 	g36037  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 79559 	g8389   	GO:0005524(InterPro)|GO:0016887(InterPro)
 79562 	g27221  	GO:0005515(InterPro)
 79570 	g29275  	GO:0003723(InterPro)
 79583 	g2636   	GO:0006405(PANTHER)|GO:0006606(PANTHER)|GO:0017056(InterPro)|GO:0017056(PANTHER)|GO:0044611(PANTHER)
 79584 	g7662   	GO:0016491(PANTHER)
 79585 	g8849   	GO:0005515(InterPro)
 79591 	g13646  	GO:0016787(InterPro)
 79593 	g22318  	GO:0004777(PANTHER)|GO:0006807(PANTHER)|GO:0009450(PANTHER)
 79597 	g36248  	GO:0003700(InterPro)|GO:0006355(InterPro)
 79605 	g33234  	GO:0000978(PANTHER)|GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
 79612 	g5940   	GO:0005216(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
 79613 	g14843  	GO:0000124(InterPro)|GO:0000124(PANTHER)|GO:0003712(PANTHER)|GO:0003712(InterPro)|GO:0006357(PANTHER)
 79614 	g6847   	GO:0007165(InterPro)
 79621 	g2803   	GO:0004818(PANTHER)|GO:0005829(PANTHER)|GO:0006424(PANTHER)|GO:0017102(PANTHER)
 79624 	g1538   	GO:0006913(InterPro)
 79625 	g11442  	GO:0016757(InterPro)
 79626 	g20392  	GO:0003676(InterPro)|GO:0008270(InterPro)
 79638 	g10311  	GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022625(PANTHER)|GO:0070180(PANTHER)
 79645 	g34681  	GO:0006729(InterPro)|GO:0008124(InterPro)
 79657 	g29401  	GO:0004021(PANTHER)|GO:0008483(InterPro)
 79659 	g33673  	GO:0006952(InterPro)|GO:0098542(PANTHER)
 79660 	g11089  	GO:0005515(InterPro)
 79669 	g27212  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 79675 	g13544  	GO:0004672(InterPro)|GO:0006468(InterPro)
 79677 	g4964   	GO:0005515(InterPro)
 79684 	g251    	-
 79690 	g17774  	GO:0005199(InterPro)|GO:0009664(InterPro)
 79692 	g22728  	GO:0016887(InterPro)
 79694 	g15937  	GO:0047209(PANTHER)
 79697 	g34449  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 79703 	g17444  	GO:0005794(PANTHER)|GO:0016757(PANTHER)|GO:0051753(PANTHER)
 79704 	g3659   	GO:0016787(InterPro)
 79705 	g393    	GO:0008194(InterPro)
 79708 	g34550  	GO:0016020(InterPro)
 79710 	g15993  	GO:0005515(InterPro)
 79723 	g10922  	GO:0004364(InterPro)|GO:0006749(InterPro)
 79725 	g17182  	GO:0005515(InterPro)
 79728 	g35726  	GO:0005515(InterPro)
 79733 	g12535  	GO:0005092(InterPro)|GO:0007264(InterPro)
 79752 	g10132  	-
 79758 	g23253  	GO:0003677(InterPro)|GO:0005634(InterPro)
 79764 	g11765  	GO:0005777(PANTHER)|GO:0016405(PANTHER)
 79765 	g33353  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 79780 	g27950  	GO:0005829(PANTHER)|GO:0009903(PANTHER)|GO:0009904(PANTHER)
 79781 	g29915  	GO:0016788(InterPro)
 79782 	g8174   	GO:0015074(InterPro)
 79784 	g1938   	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 79790 	g252    	GO:0005524(InterPro)
 79802 	g5538   	GO:0030246(InterPro)
 79803 	g17058  	GO:0003676(InterPro)
 79804 	g35170  	GO:0003729(PANTHER)
 79811 	g11148  	GO:0005975(InterPro)|GO:0016758(InterPro)|GO:0030259(InterPro)
 79813 	g14783  	GO:0003676(InterPro)
 79815 	g27674  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 79824 	g14277  	GO:0016567(PANTHER)|GO:0061630(PANTHER)
 79826 	g24404  	GO:0003677(InterPro)|GO:0046983(InterPro)
 79835 	g13889  	GO:0005634(InterPro)|GO:0006355(InterPro)
 79836 	g27432  	GO:0003723(InterPro)|GO:0009451(InterPro)
 79842 	g35628  	GO:0005509(InterPro)
 79854 	g27091  	GO:0005515(InterPro)
 79876 	g6770   	GO:0016491(InterPro)
 79878 	g21932  	GO:0000309(PANTHER)|GO:0004515(PANTHER)|GO:0009435(PANTHER)
 79880 	g21823  	GO:0004650(InterPro)|GO:0005975(InterPro)
 79882 	g30145  	GO:0005515(InterPro)
 79889 	g28229  	GO:0005886(PANTHER)
 79890 	g17012  	GO:0005515(InterPro)
 79894 	g25399  	GO:0003743(InterPro)|GO:0005737(InterPro)|GO:0005852(InterPro)
 79907 	g28080  	GO:0005680(InterPro)|GO:0005680(PANTHER)|GO:0007091(PANTHER)|GO:0031145(PANTHER)|GO:0060090(PANTHER)|GO:0070979(PANTHER)
 79908 	g21459  	GO:0000103(PANTHER)|GO:0008441(PANTHER)|GO:0042578(PANTHER)
 79909 	g22976  	GO:0003676(InterPro)
 79911 	g30067  	GO:0005525(InterPro)
 79915 	g15859  	GO:0008270(InterPro)
 79919 	g2240   	GO:0006888(PANTHER)|GO:0006890(InterPro)|GO:0006890(PANTHER)|GO:0030126(PANTHER)|GO:0030126(InterPro)|GO:0051645(PANTHER)
 79920 	g8588   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 79929 	g35690  	GO:0015743(InterPro)
 79930 	g27643  	GO:0043531(InterPro)
 79931 	g36787  	GO:0031072(InterPro)|GO:0051082(InterPro)
 79939 	g32464  	GO:0005739(PANTHER)|GO:0032981(PANTHER)
 79941 	g19931  	GO:0002098(PANTHER)|GO:0008033(InterPro)|GO:0030488(PANTHER)|GO:0050660(PANTHER)|GO:0050660(InterPro)
 79944 	g19867  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 79957 	g25305  	GO:0004553(InterPro)|GO:0005975(InterPro)
 79962 	g16383  	GO:0015074(InterPro)
 79964 	g22939  	GO:0004869(InterPro)
 79967 	g29144  	GO:0005515(InterPro)
 79969 	g32041  	GO:0003723(InterPro)
 79976 	g9987   	GO:0016758(InterPro)
 79978 	g12806  	GO:0004351(InterPro)|GO:0006536(InterPro)|GO:0030170(InterPro)
 79981 	g10158  	GO:0003723(InterPro)
 79988 	g2345   	GO:0015297(InterPro)|GO:0016020(InterPro)|GO:0042910(InterPro)|GO:0055085(InterPro)
 79989 	g24438  	GO:0015211(InterPro)|GO:0016020(InterPro)
 79990 	g1271   	GO:0005794(PANTHER)|GO:0016413(InterPro)|GO:0016413(PANTHER)
 79992 	g6522   	GO:0031507(InterPro)
 79993 	g33462  	GO:0016020(InterPro)|GO:0016760(InterPro)|GO:0030244(InterPro)
 79994 	g29586  	GO:0000976(PANTHER)|GO:0005634(PANTHER)|GO:0006355(PANTHER)|GO:0030154(PANTHER)
 79995 	g2160   	GO:0003723(InterPro)
 79998 	g21485  	GO:0000793(PANTHER)|GO:0005634(PANTHER)|GO:0006281(InterPro)|GO:0007129(PANTHER)|GO:0031573(PANTHER)|GO:0036297(PANTHER)|GO:0070182(PANTHER)|GO:1990918(PANTHER)
 80000 	g12931  	GO:0000162(PANTHER)|GO:0004049(PANTHER)|GO:0005829(PANTHER)
 80001 	g16377  	GO:0000079(InterPro)|GO:0019901(InterPro)
 80003 	g8729   	GO:0005783(PANTHER)|GO:0005886(PANTHER)|GO:0009926(PANTHER)|GO:0010252(PANTHER)|GO:0010315(PANTHER)|GO:0010329(PANTHER)
 80005 	g35203  	GO:0015074(InterPro)
 80008 	g6333   	GO:0047262(InterPro)
 80011 	g12953  	GO:0000160(InterPro)
 80017 	g36914  	GO:0007165(InterPro)
 80023 	g96     	GO:0003700(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0043565(PANTHER)
 80024 	g5483   	GO:0009765(InterPro)|GO:0016020(InterPro)
 80025 	g5011   	GO:0030247(InterPro)
 80026 	g36447  	GO:0009055(InterPro)
 80029 	g24126  	GO:0007165(InterPro)
 80032 	g29630  	GO:0003677(InterPro)|GO:0006355(InterPro)
 80038 	g5727   	GO:0004455(PANTHER)|GO:0005739(PANTHER)|GO:0009082(InterPro)|GO:0009097(PANTHER)|GO:0009099(PANTHER)|GO:0009507(PANTHER)|GO:0016491(InterPro)
 80039 	g5398   	GO:0005794(PANTHER)|GO:0016413(InterPro)|GO:0016413(PANTHER)
 80041 	g16141  	GO:0003676(InterPro)
 80043 	g27764  	GO:0004857(InterPro)
 80044 	g25700  	GO:0004674(PANTHER)|GO:0005886(PANTHER)|GO:0006468(PANTHER)
 80052 	g17282  	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006355(PANTHER)
 80053 	g8489   	GO:0003676(InterPro)
 80054 	g31129  	GO:0005886(PANTHER)|GO:0048364(PANTHER)|GO:0048367(PANTHER)
 80055 	g33232  	GO:0003676(InterPro)
 80056 	g21934  	GO:0030246(InterPro)
 80060 	g25850  	GO:0000145(PANTHER)|GO:0000145(InterPro)|GO:0006887(InterPro)|GO:0006893(PANTHER)|GO:0008104(PANTHER)
 80061 	g11050  	GO:0016020(PANTHER)|GO:0016020(InterPro)
 80062 	g29260  	GO:0008194(InterPro)
 80065 	g7406   	GO:0005783(PANTHER)|GO:0005794(PANTHER)|GO:0006612(PANTHER)|GO:0016409(InterPro)|GO:0018230(PANTHER)|GO:0019706(PANTHER)
 80067 	g2130   	GO:0015112(InterPro)
 80071 	g35799  	GO:0008195(PANTHER)|GO:0044255(PANTHER)
 80072 	g14226  	GO:0005515(InterPro)
 80074 	g19228  	GO:0005515(InterPro)
 80088 	g28798  	GO:0004848(InterPro)
 80089 	g18436  	GO:0030247(InterPro)
 80090 	g28406  	GO:0005886(PANTHER)|GO:0009506(PANTHER)|GO:0016020(PANTHER)
 80091 	g3708   	GO:0005515(InterPro)
 80100 	g33047  	GO:0008270(InterPro)|GO:0009507(PANTHER)
 80101 	g27447  	GO:0005515(InterPro)
 80121 	g25187  	GO:0004185(InterPro)|GO:0006508(InterPro)
 80129 	g27176  	GO:0003700(InterPro)|GO:0006355(InterPro)
 80135 	g7914   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 80144 	g2624   	GO:0006621(InterPro)|GO:0016020(InterPro)|GO:0046923(InterPro)
 80151 	g14449  	GO:0016616(PANTHER)
 80152 	g4612   	GO:0004714(InterPro)|GO:0006468(InterPro)
 80154 	g4262   	GO:0005515(InterPro)
 80160 	g6034   	GO:0005515(InterPro)
 80169 	g9023   	GO:0043231(PANTHER)|GO:0043813(InterPro)|GO:0043813(PANTHER)|GO:0046856(InterPro)|GO:0046856(PANTHER)
 80173 	g23864  	GO:0005515(InterPro)
 80179 	g2578   	GO:0005515(InterPro)
 80185 	g27821  	GO:0005739(InterPro)
 80189 	g33110  	GO:0005525(InterPro)
 80215 	g6388   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 80223 	g27706  	GO:0004190(InterPro)|GO:0006508(InterPro)
 80224 	g5005   	GO:0006869(InterPro)
 80228 	g3901   	GO:0006952(InterPro)
 80232 	g27897  	GO:0009941(PANTHER)
 80233 	g31361  	GO:0000175(PANTHER)|GO:0000175(InterPro)|GO:0000176(PANTHER)|GO:0000467(InterPro)|GO:0000467(PANTHER)|GO:0003727(PANTHER)|GO:0005730(PANTHER)|GO:0071035(PANTHER)|GO:0071036(PANTHER)|GO:0071037(PANTHER)|GO:0071038(PANTHER)|GO:0071039(PANTHER)|GO:0071040(PANTHER)|GO:0071044(PANTHER)|GO:0071051(PANTHER)
 80235 	g28565  	GO:0003777(InterPro)|GO:0005524(InterPro)|GO:0007018(InterPro)|GO:0008017(InterPro)
 80250 	g20661  	GO:0003676(InterPro)
 80252 	g804    	GO:0003919(PANTHER)|GO:0006747(PANTHER)|GO:0009507(PANTHER)
 80266 	g23597  	GO:0003954(InterPro)|GO:0005739(PANTHER)|GO:0006116(InterPro)|GO:0016491(PANTHER)
 80268 	g13605  	GO:0005747(PANTHER)|GO:0006120(InterPro)
 80269 	g13619  	GO:0010256(PANTHER)
 80270 	g7659   	GO:0046274(InterPro)|GO:0048046(InterPro)|GO:0052716(InterPro)
 80277 	g23262  	GO:0003677(InterPro)
 80282 	g34097  	GO:0003777(InterPro)|GO:0007017(PANTHER)|GO:0007018(InterPro)|GO:0008017(PANTHER)|GO:0015630(PANTHER)
 80291 	g24230  	GO:0005515(InterPro)
 80294 	g36845  	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0006334(InterPro)
 80308 	g25190  	GO:0003676(InterPro)
 80310 	g16902  	GO:0000278(InterPro)|GO:0048527(InterPro)
 80311 	g19848  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 80325 	g1673   	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 80327 	g2579   	GO:0009733(InterPro)
 80329 	g23040  	GO:0005747(PANTHER)
 80330 	g31128  	GO:0005515(InterPro)
 80345 	g31418  	GO:0005741(PANTHER)
 80346 	g4269   	GO:0005524(InterPro)|GO:0016887(InterPro)
 80362 	g32398  	GO:0004553(InterPro)|GO:0005975(InterPro)
 80365 	g3090   	GO:0030145(InterPro)
 80378 	g13369  	GO:0005515(InterPro)
 80405 	g10951  	GO:0005215(InterPro)|GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0016887(InterPro)
 80415 	g12321  	GO:0004185(InterPro)|GO:0006508(InterPro)|GO:0016747(PANTHER)|GO:0019748(PANTHER)
 80421 	g23658  	GO:0007165(InterPro)
 80426 	g16353  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 80437 	g16211  	GO:0003676(InterPro)
 80439 	g36923  	GO:0005249(InterPro)|GO:0006813(InterPro)|GO:0016020(InterPro)
 80445 	g3119   	GO:0030145(InterPro)
 80458 	g26082  	GO:0030145(InterPro)
 80463 	g31107  	GO:0005515(InterPro)
 80474 	g5385   	GO:0005783(PANTHER)|GO:0005794(PANTHER)|GO:0016192(PANTHER)
 80475 	g12426  	GO:0005829(PANTHER)|GO:0010349(PANTHER)|GO:0016491(InterPro)|GO:0016491(PANTHER)|GO:0019853(PANTHER)
 80477 	g36712  	GO:0016020(InterPro)
 80479 	g20640  	GO:0005515(InterPro)
 80483 	g35461  	GO:0005737(PANTHER)|GO:0005768(PANTHER)|GO:0005802(PANTHER)|GO:0008168(InterPro)
 80488 	g19088  	GO:0005515(InterPro)
 80489 	g7090   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 80496 	g3724   	GO:0070567(InterPro)
 80502 	g2434   	GO:0016887(InterPro)
 80505 	g33143  	GO:0000166(InterPro)
 80507 	g28742  	GO:0008824(InterPro)|GO:0009439(InterPro)
 80522 	g24519  	GO:0005515(InterPro)
 80525 	g7104   	GO:0004672(InterPro)|GO:0006468(InterPro)
 80531 	g18908  	GO:0003676(InterPro)|GO:0008270(InterPro)
 80533 	g1338   	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0009736(PANTHER)|GO:0009740(PANTHER)|GO:0010026(PANTHER)|GO:0010090(InterPro)
 80534 	g27834  	GO:0004857(InterPro)
 80535 	g8649   	GO:0016567(PANTHER)|GO:0043022(PANTHER)|GO:0061630(PANTHER)|GO:0061630(InterPro)|GO:0072344(PANTHER)|GO:0072344(InterPro)
 80536 	g8802   	GO:0009505(PANTHER)|GO:0016787(InterPro)|GO:0052793(PANTHER)|GO:0071555(PANTHER)
 80538 	g18284  	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 80558 	g29076  	GO:0051287(InterPro)
 80563 	g31575  	GO:0005515(InterPro)
 80567 	g26641  	GO:0008408(PANTHER)
 80569 	g22611  	GO:0006886(InterPro)|GO:0016192(InterPro)|GO:0030131(InterPro)
 80579 	g14642  	GO:0003700(InterPro)|GO:0006355(InterPro)
 80585 	g15084  	GO:0005254(InterPro)
 80587 	g25422  	GO:0005388(PANTHER)|GO:0005886(PANTHER)|GO:0019829(PANTHER)|GO:0043231(PANTHER)
 80598 	g2607   	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 80605 	g24430  	GO:0006488(InterPro)
 80607 	g34316  	GO:0009521(InterPro)|GO:0009767(InterPro)|GO:0016020(InterPro)|GO:0016168(InterPro)|GO:0019684(InterPro)
 80609 	g13481  	GO:0005515(InterPro)
 80629 	g9724   	GO:0006488(PANTHER)|GO:0043541(PANTHER)
 80631 	g31206  	GO:0000124(InterPro)|GO:0003713(PANTHER)|GO:0005669(PANTHER)|GO:0005669(InterPro)|GO:0006367(InterPro)|GO:0016251(InterPro)|GO:0016251(PANTHER)|GO:0046695(InterPro)|GO:0051123(PANTHER)
 80637 	g19993  	GO:0004650(InterPro)|GO:0005975(InterPro)
 80638 	g4852   	GO:0005515(InterPro)
 80643 	g239    	GO:0005515(InterPro)
 80656 	g23872  	GO:0003676(InterPro)|GO:0008270(InterPro)
 80658 	g23461  	GO:0016567(PANTHER)|GO:0061630(PANTHER)
 80659 	g33126  	GO:0000166(InterPro)
 80673 	g532    	GO:0004033(PANTHER)|GO:0005737(PANTHER)
 80674 	g8013   	GO:0015276(InterPro)|GO:0016020(InterPro)
 80680 	g36178  	GO:0031969(PANTHER)
 80681 	g29981  	GO:0003680(InterPro)
 80684 	g31289  	GO:0016020(InterPro)|GO:0016760(InterPro)|GO:0030244(InterPro)
 80686 	g36908  	GO:0042256(InterPro)|GO:0043022(InterPro)
 80693 	g10285  	GO:0005515(InterPro)
 80698 	g29703  	GO:0010945(InterPro)
 80700 	g35884  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 80716 	g19469  	GO:0005509(InterPro)
 80728 	g31517  	GO:0005337(InterPro)|GO:0016020(InterPro)|GO:1901642(InterPro)
 80734 	g614    	GO:0005886(PANTHER)
 80743 	g1206   	GO:0015074(InterPro)
 80745 	g28363  	GO:0006457(InterPro)|GO:0051082(InterPro)
 80753 	g28538  	GO:0016779(PANTHER)|GO:0031123(PANTHER)|GO:0050265(PANTHER)|GO:0071076(PANTHER)
 80754 	g8882   	GO:0003700(InterPro)
 80755 	g33156  	GO:0005215(InterPro)|GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0016887(InterPro)
 80756 	g36278  	GO:0008194(InterPro)
 80757 	g6306   	GO:0004553(InterPro)|GO:0005975(InterPro)
 80760 	g8372   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 80767 	g14179  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 80781 	g25996  	GO:0003676(InterPro)|GO:0008270(InterPro)
 80782 	g29141  	GO:0004672(InterPro)|GO:0006468(InterPro)
 80785 	g22660  	GO:0000911(InterPro)
 80786 	g23698  	GO:0015074(InterPro)
 80789 	g36700  	GO:0015074(InterPro)
 80796 	g36198  	GO:0003697(InterPro)
 80804 	g26759  	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
 80806 	g9456   	GO:0000938(PANTHER)|GO:0007030(PANTHER)|GO:0007041(PANTHER)|GO:0016020(PANTHER)|GO:0032456(PANTHER)|GO:0042147(PANTHER)|GO:0048193(PANTHER)|GO:1990745(PANTHER)
 80807 	g17534  	GO:0010345(PANTHER)|GO:0035336(PANTHER)|GO:0043231(PANTHER)|GO:0080019(InterPro)|GO:0080019(PANTHER)
 80808 	g36939  	GO:0008270(InterPro)
 80823 	g27331  	GO:0016538(InterPro)|GO:0044772(InterPro)
 80824 	g24753  	GO:0005737(PANTHER)|GO:0016491(PANTHER)
 80827 	g15456  	GO:0003712(InterPro)|GO:0006357(InterPro)|GO:0016592(InterPro)
 80829 	g1553   	GO:0009765(InterPro)|GO:0016020(InterPro)
 80830 	g1946   	GO:0005515(InterPro)
 80851 	g35135  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 80867 	g30609  	GO:0010273(PANTHER)|GO:0016756(InterPro)|GO:0016756(PANTHER)|GO:0046872(InterPro)|GO:0046938(InterPro)|GO:0046938(PANTHER)|GO:0098849(PANTHER)
 80871 	g22877  	GO:0003993(InterPro)|GO:0046872(InterPro)
 80874 	g28718  	GO:0004672(InterPro)|GO:0006468(InterPro)
 80876 	g9468   	GO:0031011(InterPro)
 80879 	g12451  	GO:0000287(InterPro)|GO:0004427(InterPro)|GO:0005737(InterPro)|GO:0006796(InterPro)
 80884 	g21210  	GO:0003700(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0043565(PANTHER)
 80885 	g8065   	GO:0032040(InterPro)
 80886 	g2711   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 80906 	g28833  	GO:0004364(InterPro)|GO:0004364(PANTHER)|GO:0010731(PANTHER)
 80907 	g6190   	GO:0016491(InterPro)
 80913 	g25344  	GO:0009718(PANTHER)|GO:0016616(PANTHER)|GO:0045552(PANTHER)
 80914 	g33356  	GO:0005524(InterPro)|GO:0005634(InterPro)|GO:0006355(InterPro)
 80918 	g26044  	GO:0046872(InterPro)
 80935 	g30060  	GO:0016765(InterPro)
 80941 	g22174  	GO:0006891(PANTHER)|GO:0034498(PANTHER)|GO:0048193(InterPro)|GO:1990071(PANTHER)|GO:1990071(InterPro)
 80942 	g12875  	GO:0003676(InterPro)|GO:0008270(InterPro)
 80950 	g10334  	GO:0003955(PANTHER)|GO:0009507(PANTHER)|GO:0019646(PANTHER)|GO:0042372(PANTHER)
 80952 	g1933   	GO:0005515(InterPro)
 80955 	g8366   	GO:0043531(InterPro)
 80956 	g20468  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 80959 	g18219  	GO:0007165(InterPro)
 80962 	g18375  	GO:0007165(InterPro)
 80963 	g18831  	GO:0043531(InterPro)
 80968 	g19925  	GO:0002098(PANTHER)|GO:0008033(InterPro)|GO:0030488(PANTHER)|GO:0050660(PANTHER)|GO:0050660(InterPro)
 80969 	g26807  	GO:0000978(PANTHER)|GO:0000978(InterPro)|GO:0000981(PANTHER)|GO:0006357(InterPro)|GO:0006357(PANTHER)|GO:0090575(PANTHER)
 80974 	g32243  	GO:0009507(PANTHER)|GO:0015994(PANTHER)|GO:0047746(PANTHER)
 80975 	g5611   	GO:0046983(InterPro)
 80978 	g10310  	GO:0003700(InterPro)
 80980 	g4709   	GO:0016491(InterPro)
 80981 	g6776   	GO:0005524(InterPro)|GO:0016887(InterPro)
 80982 	g23017  	GO:0046983(InterPro)
 80988 	g16483  	GO:0005543(PANTHER)|GO:0005643(InterPro)|GO:0006405(PANTHER)|GO:0006606(PANTHER)|GO:0017056(PANTHER)|GO:0017056(InterPro)|GO:0044613(PANTHER)
 80989 	g32586  	GO:0016616(InterPro)
 81003 	g27387  	GO:0003924(InterPro)|GO:0005525(InterPro)
 81013 	g33048  	GO:0006508(InterPro)
 81021 	g25076  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 81038 	g9441   	GO:0005515(InterPro)
 81041 	g36457  	GO:0006952(InterPro)
 81042 	g18758  	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
 81047 	g9370   	GO:0003824(InterPro)
 81053 	g27018  	GO:0005794(PANTHER)|GO:0016413(InterPro)|GO:0016413(PANTHER)
 81055 	g7619   	GO:0004672(InterPro)|GO:0006468(InterPro)
 81059 	g26586  	GO:0016491(InterPro)
 81061 	g33877  	GO:0003756(PANTHER)|GO:0009507(PANTHER)|GO:0010206(PANTHER)
 81062 	g1679   	GO:0005515(InterPro)
 81070 	g14523  	GO:0005092(InterPro)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0005829(PANTHER)|GO:0005968(PANTHER)|GO:0007264(InterPro)|GO:0016192(PANTHER)|GO:0018344(PANTHER)
 81080 	g21104  	GO:0015031(InterPro)|GO:0016020(InterPro)
 81083 	g23210  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 81087 	g36058  	GO:0005886(PANTHER)
 81088 	g24432  	GO:0015211(InterPro)|GO:0016020(InterPro)
 81089 	g33079  	GO:0009507(PANTHER)|GO:0010291(PANTHER)|GO:0016119(PANTHER)|GO:0016123(PANTHER)|GO:0016491(InterPro)
 81091 	g4878   	GO:0005515(InterPro)
 81102 	g22224  	GO:0009733(InterPro)
 81104 	g4518   	GO:0080043(PANTHER)|GO:0080044(PANTHER)
 81105 	g11225  	GO:0005634(PANTHER)|GO:0006334(PANTHER)|GO:0033186(PANTHER)
 81106 	g280    	GO:0005506(InterPro)|GO:0016705(InterPro)
 81122 	g32979  	GO:0046872(InterPro)
 81125 	g16486  	GO:0003924(InterPro)|GO:0005525(InterPro)
 81140 	g17342  	GO:0016070(InterPro)
 81155 	g22508  	GO:0004672(InterPro)|GO:0006468(InterPro)
 81166 	g15932  	GO:0004497(PANTHER)|GO:0050660(PANTHER)
 81167 	g12328  	GO:0005525(InterPro)
 81193 	g7526   	GO:0045735(InterPro)
 81198 	g3417   	GO:0016787(InterPro)
 81200 	g13228  	GO:0006952(InterPro)
 81201 	g33849  	GO:0005874(InterPro)|GO:0007017(InterPro)
 81232 	g32657  	GO:0003700(InterPro)|GO:0006355(InterPro)
 81240 	g12037  	GO:0046983(InterPro)
 81246 	g34308  	GO:0005515(InterPro)
 81249 	g25068  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 81255 	g13419  	GO:0004864(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0009738(PANTHER)|GO:0010427(PANTHER)|GO:0038023(PANTHER)
 81260 	g15935  	GO:0008194(InterPro)
 81262 	g18784  	GO:0015074(InterPro)
 81264 	g7645   	GO:0005975(InterPro)
 81267 	g6916   	GO:0003735(InterPro)|GO:0005739(InterPro)
 81268 	g17224  	GO:0003676(InterPro)
 81271 	g11208  	GO:0004525(InterPro)|GO:0006396(InterPro)
 81292 	g6379   	GO:0003676(InterPro)|GO:0005524(InterPro)
 81294 	g17392  	GO:0032875(InterPro)
 81295 	g34060  	GO:0004611(InterPro)|GO:0006094(InterPro)|GO:0017076(InterPro)
 81304 	g33348  	GO:0005506(InterPro)|GO:0016705(InterPro)
 81315 	g13256  	GO:0005786(InterPro)|GO:0006614(InterPro)|GO:0008312(InterPro)|GO:0030942(InterPro)
 81319 	g15213  	GO:0006364(InterPro)|GO:0019843(InterPro)
 81323 	g19687  	GO:0005515(InterPro)
 81329 	g34005  	GO:0005524(InterPro)|GO:0016887(InterPro)
 81332 	g11803  	GO:0005739(PANTHER)
 81336 	g18196  	GO:0048544(InterPro)
